ProductReference;ProductName;GarmentType;Material;Size;Collection;Weight
PRD08122;Suit Denim L;Suit;Denim;L;Summer;1.14
PRD08123;Shirt Linen L;Shirt;Linen;L;Summer;0.16
PRD08124;Suit Polyester M;Suit;Polyester;M;Summer;0.65
PRD08125;Pants Cotton M;Pants;Cotton;M;Spring;0.44
PRD08126;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.23
PRD08127;Shirt Wool XS;Shirt;Wool;XS;Autumn;0.27
PRD08128;Shorts Denim L;Shorts;Denim;L;Spring;0.39
PRD08129;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.12
PRD08130;Pants Wool M;Pants;Wool;M;Spring;0.53
PRD08131;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.12
PRD08132;Skirt Polyester M;Skirt;Polyester;M;Autumn;0.22
PRD08133;Hoodie Polyester M;Hoodie;Polyester;M;Summer;0.68
PRD08134;Jacket Polyester XL;Jacket;Polyester;XL;Winter;0.65
PRD08135;Coat Cotton M;Coat;Cotton;M;Autumn;1.39
PRD08136;Shirt Wool S;Shirt;Wool;S;Spring;0.25
PRD08137;Jacket Silk L;Jacket;Silk;L;Autumn;0.48
PRD08138;Shorts Silk S;Shorts;Silk;S;Summer;0.2
PRD08139;Skirt Cotton S;Skirt;Cotton;S;Winter;0.31
PRD08140;Pants Silk S;Pants;Silk;S;Autumn;0.28
PRD08141;Shirt Cotton XS;Shirt;Cotton;XS;Spring;0.19
PRD08142;Coat Cotton M;Coat;Cotton;M;Summer;1.61
PRD08143;Suit Wool M;Suit;Wool;M;Summer;1.23
PRD08144;Jacket Cotton S;Jacket;Cotton;S;Winter;0.63
PRD08145;Shorts Cotton L;Shorts;Cotton;L;Spring;0.31
PRD08146;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.19
PRD08147;Pants Wool XL;Pants;Wool;XL;Spring;0.45
PRD08148;Shorts Cotton M;Shorts;Cotton;M;Winter;0.28
PRD08149;Pants Polyester XS;Pants;Polyester;XS;Winter;0.29
PRD08150;Pants Wool XL;Pants;Wool;XL;Spring;0.49
PRD08151;Skirt Wool M;Skirt;Wool;M;Summer;0.38
PRD08152;T-Shirt Silk M;T-Shirt;Silk;M;Spring;0.11
PRD08153;Shirt Polyester M;Shirt;Polyester;M;Winter;0.18
PRD08154;Shorts Cotton L;Shorts;Cotton;L;Summer;0.32
PRD08155;T-Shirt Cotton M;T-Shirt;Cotton;M;Summer;0.12
PRD08156;Shirt Polyester S;Shirt;Polyester;S;Summer;0.15
PRD08157;Coat Wool S;Coat;Wool;S;Summer;2.01
PRD08158;Jacket Cotton L;Jacket;Cotton;L;Winter;0.7
PRD08159;Jacket Cotton S;Jacket;Cotton;S;Autumn;0.58
PRD08160;T-Shirt Linen S;T-Shirt;Linen;S;Winter;0.16
PRD08161;Shorts Wool M;Shorts;Wool;M;Autumn;0.37
PRD08162;Shirt Wool L;Shirt;Wool;L;Winter;0.22
PRD08163;Jacket Linen M;Jacket;Linen;M;Summer;0.66
PRD08164;Dress Linen M;Dress;Linen;M;Winter;0.48
PRD08165;Jacket Wool L;Jacket;Wool;L;Autumn;1.01
PRD08166;Jacket Polyester S;Jacket;Polyester;S;Winter;0.66
PRD08167;Shirt Denim L;Shirt;Denim;L;Winter;0.26
PRD08168;Coat Polyester XL;Coat;Polyester;XL;Summer;1.05
PRD08169;Jacket Cotton L;Jacket;Cotton;L;Spring;0.8
PRD08170;Shirt Cotton S;Shirt;Cotton;S;Summer;0.22
PRD08171;T-Shirt Wool M;T-Shirt;Wool;M;Summer;0.17
PRD08172;T-Shirt Silk S;T-Shirt;Silk;S;Autumn;0.11
PRD08173;Dress Cotton XL;Dress;Cotton;XL;Winter;0.48
PRD08174;Pants Cotton XL;Pants;Cotton;XL;Summer;0.43
PRD08175;Suit Silk S;Suit;Silk;S;Summer;0.63
PRD08176;Pants Silk L;Pants;Silk;L;Autumn;0.28
PRD08177;Pants Cotton L;Pants;Cotton;L;Winter;0.42
PRD08178;Sweater Cotton S;Sweater;Cotton;S;Winter;0.65
PRD08179;Shirt Wool S;Shirt;Wool;S;Winter;0.25
PRD08180;Shirt Cotton XS;Shirt;Cotton;XS;Autumn;0.2
PRD08181;Shirt Silk M;Shirt;Silk;M;Spring;0.14
PRD08182;Shirt Cotton L;Shirt;Cotton;L;Spring;0.19
PRD08183;Shirt Cotton XL;Shirt;Cotton;XL;Summer;0.22
PRD08184;Hoodie Cotton S;Hoodie;Cotton;S;Autumn;0.81
PRD08185;Pants Cotton S;Pants;Cotton;S;Spring;0.41
PRD08186;Shirt Cotton M;Shirt;Cotton;M;Summer;0.18
PRD08187;Pants Cotton L;Pants;Cotton;L;Winter;0.4
PRD08188;Shorts Linen L;Shorts;Linen;L;Summer;0.29
PRD08189;Dress Cotton M;Dress;Cotton;M;Summer;0.49
PRD08190;Jacket Silk M;Jacket;Silk;M;Winter;0.39
PRD08191;Blouse Cotton S;Blouse;Cotton;S;Summer;0.22
PRD08192;Jacket Wool M;Jacket;Wool;M;Winter;0.75
PRD08193;Pants Cotton XL;Pants;Cotton;XL;Winter;0.4
PRD08194;Pants Cotton S;Pants;Cotton;S;Winter;0.4
PRD08195;Jacket Polyester M;Jacket;Polyester;M;Summer;0.62
PRD08196;Pants Polyester M;Pants;Polyester;M;Spring;0.3
PRD08197;Coat Linen M;Coat;Linen;M;Winter;1.38
PRD08198;Pants Linen M;Pants;Linen;M;Autumn;0.31
PRD08199;Skirt Wool M;Skirt;Wool;M;Winter;0.39
PRD08200;Shirt Polyester L;Shirt;Polyester;L;Winter;0.16
PRD08201;Shirt Silk M;Shirt;Silk;M;Spring;0.13
PRD08202;Jacket Polyester M;Jacket;Polyester;M;Summer;0.61
PRD08203;Shorts Denim XS;Shorts;Denim;XS;Summer;0.38
PRD08204;Jacket Linen L;Jacket;Linen;L;Summer;0.62
PRD08205;Suit Cotton M;Suit;Cotton;M;Winter;1.07
PRD08206;Pants Cotton L;Pants;Cotton;L;Summer;0.44
PRD08207;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.16
PRD08208;Shirt Wool XS;Shirt;Wool;XS;Summer;0.26
PRD08209;Pants Polyester S;Pants;Polyester;S;Autumn;0.4
PRD08210;Shirt Linen XL;Shirt;Linen;XL;Autumn;0.15
PRD08211;Shirt Cotton M;Shirt;Cotton;M;Winter;0.2
PRD08212;Sweater Cotton S;Sweater;Cotton;S;Summer;0.61
PRD08213;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.23
PRD08214;Skirt Polyester M;Skirt;Polyester;M;Spring;0.25
PRD08215;Jacket Wool XS;Jacket;Wool;XS;Winter;0.89
PRD08216;Dress Cotton M;Dress;Cotton;M;Spring;0.49
PRD08217;Skirt Polyester S;Skirt;Polyester;S;Spring;0.27
PRD08218;Pants Cotton M;Pants;Cotton;M;Winter;0.42
PRD08219;Pants Cotton S;Pants;Cotton;S;Spring;0.42
PRD08220;Sweater Wool M;Sweater;Wool;M;Autumn;0.96
PRD08221;Blouse Cotton M;Blouse;Cotton;M;Spring;0.27
PRD08222;Shirt Wool S;Shirt;Wool;S;Autumn;0.27
PRD08223;Shirt Linen M;Shirt;Linen;M;Autumn;0.18
PRD08224;Blouse Silk M;Blouse;Silk;M;Summer;0.14
PRD08225;Pants Cotton S;Pants;Cotton;S;Summer;0.4
PRD08226;Skirt Polyester L;Skirt;Polyester;L;Autumn;0.22
PRD08227;Jacket Wool M;Jacket;Wool;M;Winter;1.04
PRD08228;Shirt Linen L;Shirt;Linen;L;Summer;0.15
PRD08229;Skirt Linen S;Skirt;Linen;S;Autumn;0.29
PRD08230;Dress Cotton M;Dress;Cotton;M;Spring;0.51
PRD08231;Pants Cotton S;Pants;Cotton;S;Winter;0.41
PRD08232;Dress Polyester M;Dress;Polyester;M;Autumn;0.42
PRD08233;T-Shirt Wool M;T-Shirt;Wool;M;Autumn;0.18
PRD08234;Skirt Cotton M;Skirt;Cotton;M;Summer;0.29
PRD08235;Shirt Cotton L;Shirt;Cotton;L;Spring;0.22
PRD08236;Skirt Wool S;Skirt;Wool;S;Summer;0.38
PRD08237;Coat Cotton XL;Coat;Cotton;XL;Spring;1.6
PRD08238;T-Shirt Cotton S;T-Shirt;Cotton;S;Spring;0.15
PRD08239;Suit Cotton L;Suit;Cotton;L;Winter;1.01
PRD08240;Shirt Cotton M;Shirt;Cotton;M;Spring;0.2
PRD08241;Coat Polyester L;Coat;Polyester;L;Summer;0.99
PRD08242;Coat Cotton S;Coat;Cotton;S;Winter;1.29
PRD08243;Shirt Cotton M;Shirt;Cotton;M;Winter;0.2
PRD08244;Jacket Cotton M;Jacket;Cotton;M;Winter;0.65
PRD08245;Pants Cotton XL;Pants;Cotton;XL;Summer;0.4
PRD08246;Suit Wool XL;Suit;Wool;XL;Spring;1.09
PRD08247;Pants Cotton S;Pants;Cotton;S;Spring;0.4
PRD08248;Skirt Polyester L;Skirt;Polyester;L;Summer;0.24
PRD08249;Blouse Cotton M;Blouse;Cotton;M;Winter;0.2
PRD08250;T-Shirt Cotton S;T-Shirt;Cotton;S;Summer;0.15
PRD08251;Shorts Cotton S;Shorts;Cotton;S;Summer;0.29
PRD08252;Hoodie Cotton XL;Hoodie;Cotton;XL;Winter;0.69
PRD08253;Shirt Wool M;Shirt;Wool;M;Summer;0.23
PRD08254;Suit Polyester S;Suit;Polyester;S;Summer;0.83
PRD08255;Jacket Linen S;Jacket;Linen;S;Summer;0.69
PRD08256;T-Shirt Cotton M;T-Shirt;Cotton;M;Summer;0.14
PRD08257;Pants Cotton M;Pants;Cotton;M;Autumn;0.41
PRD08258;Hoodie Cotton M;Hoodie;Cotton;M;Winter;0.86
PRD08259;Suit Linen M;Suit;Linen;M;Summer;0.88
PRD08260;T-Shirt Cotton S;T-Shirt;Cotton;S;Spring;0.13
PRD08261;Shirt Polyester M;Shirt;Polyester;M;Winter;0.15
PRD08262;Shirt Cotton S;Shirt;Cotton;S;Spring;0.24
PRD08263;Sweater Cotton L;Sweater;Cotton;L;Autumn;0.71
PRD08264;Shirt Denim S;Shirt;Denim;S;Summer;0.27
PRD08265;T-Shirt Polyester L;T-Shirt;Polyester;L;Winter;0.11
PRD08266;Shirt Linen M;Shirt;Linen;M;Autumn;0.17
PRD08267;Suit Wool M;Suit;Wool;M;Summer;1.17
PRD08268;Jacket Polyester M;Jacket;Polyester;M;Spring;0.7
PRD08269;Suit Cotton L;Suit;Cotton;L;Spring;1.12
PRD08270;Coat Polyester L;Coat;Polyester;L;Winter;1.15
PRD08271;Pants Cotton M;Pants;Cotton;M;Summer;0.4
PRD08272;Shirt Polyester S;Shirt;Polyester;S;Spring;0.16
PRD08273;Shirt Polyester L;Shirt;Polyester;L;Summer;0.17
PRD08274;Skirt Linen S;Skirt;Linen;S;Summer;0.28
PRD08275;Dress Wool L;Dress;Wool;L;Autumn;0.59
PRD08276;Sweater Wool S;Sweater;Wool;S;Summer;0.92
PRD08277;Dress Cotton L;Dress;Cotton;L;Winter;0.53
PRD08278;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.74
PRD08279;Jacket Cotton S;Jacket;Cotton;S;Summer;0.8
PRD08280;Shirt Wool L;Shirt;Wool;L;Winter;0.24
PRD08281;Pants Denim M;Pants;Denim;M;Winter;0.47
PRD08282;Hoodie Cotton S;Hoodie;Cotton;S;Summer;0.88
PRD08283;Blouse Cotton M;Blouse;Cotton;M;Spring;0.28
PRD08284;Pants Polyester M;Pants;Polyester;M;Winter;0.36
PRD08285;Skirt Silk S;Skirt;Silk;S;Autumn;0.23
PRD08286;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Spring;0.13
PRD08287;Jacket Cotton L;Jacket;Cotton;L;Spring;0.82
PRD08288;Shirt Denim S;Shirt;Denim;S;Winter;0.24
PRD08289;Shirt Linen L;Shirt;Linen;L;Winter;0.19
PRD08290;Dress Cotton M;Dress;Cotton;M;Winter;0.42
PRD08291;Shorts Silk M;Shorts;Silk;M;Winter;0.2
PRD08292;Coat Polyester M;Coat;Polyester;M;Summer;1.33
PRD08293;Shirt Cotton L;Shirt;Cotton;L;Summer;0.19
PRD08294;Shirt Polyester L;Shirt;Polyester;L;Spring;0.17
PRD08295;T-Shirt Linen M;T-Shirt;Linen;M;Spring;0.13
PRD08296;T-Shirt Wool S;T-Shirt;Wool;S;Winter;0.19
PRD08297;Suit Cotton M;Suit;Cotton;M;Summer;0.85
PRD08298;Suit Denim M;Suit;Denim;M;Winter;1.47
PRD08299;Shirt Cotton S;Shirt;Cotton;S;Winter;0.18
PRD08300;T-Shirt Wool M;T-Shirt;Wool;M;Winter;0.16
PRD08301;T-Shirt Polyester L;T-Shirt;Polyester;L;Autumn;0.13
PRD08302;Pants Cotton L;Pants;Cotton;L;Summer;0.4
PRD08303;Coat Cotton M;Coat;Cotton;M;Winter;1.45
PRD08304;Pants Silk S;Pants;Silk;S;Winter;0.32
PRD08305;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.17
PRD08306;Pants Wool L;Pants;Wool;L;Summer;0.46
PRD08307;Shirt Polyester M;Shirt;Polyester;M;Summer;0.16
PRD08308;Pants Wool XS;Pants;Wool;XS;Summer;0.53
PRD08309;Jacket Polyester L;Jacket;Polyester;L;Autumn;0.58
PRD08310;Dress Cotton L;Dress;Cotton;L;Winter;0.57
PRD08311;Dress Cotton XS;Dress;Cotton;XS;Winter;0.48
PRD08312;Pants Silk M;Pants;Silk;M;Summer;0.26
PRD08313;Shirt Polyester M;Shirt;Polyester;M;Spring;0.18
PRD08314;Skirt Cotton M;Skirt;Cotton;M;Summer;0.32
PRD08315;Jacket Denim L;Jacket;Denim;L;Spring;0.86
PRD08316;Pants Linen M;Pants;Linen;M;Winter;0.36
PRD08317;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.13
PRD08318;Sweater Denim M;Sweater;Denim;M;Summer;0.98
PRD08319;T-Shirt Wool S;T-Shirt;Wool;S;Spring;0.21
PRD08320;Dress Cotton L;Dress;Cotton;L;Autumn;0.53
PRD08321;Shirt Cotton L;Shirt;Cotton;L;Spring;0.18
PRD08322;Coat Wool XL;Coat;Wool;XL;Summer;1.96
PRD08323;Pants Linen M;Pants;Linen;M;Winter;0.36
PRD08324;Jacket Cotton S;Jacket;Cotton;S;Winter;0.79
PRD08325;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.19
PRD08326;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.15
PRD08327;Shirt Polyester XL;Shirt;Polyester;XL;Autumn;0.16
PRD08328;Blouse Cotton S;Blouse;Cotton;S;Winter;0.19
PRD08329;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD08330;Dress Wool S;Dress;Wool;S;Winter;0.59
PRD08331;Sweater Linen L;Sweater;Linen;L;Autumn;0.65
PRD08332;Suit Polyester L;Suit;Polyester;L;Winter;0.64
PRD08333;T-Shirt Cotton M;T-Shirt;Cotton;M;Winter;0.16
PRD08334;Jacket Polyester S;Jacket;Polyester;S;Winter;0.64
PRD08335;T-Shirt Cotton S;T-Shirt;Cotton;S;Autumn;0.16
PRD08336;Dress Denim M;Dress;Denim;M;Spring;0.54
PRD08337;Shorts Linen M;Shorts;Linen;M;Spring;0.24
PRD08338;Dress Cotton L;Dress;Cotton;L;Summer;0.41
PRD08339;Dress Cotton M;Dress;Cotton;M;Autumn;0.51
PRD08340;T-Shirt Polyester M;T-Shirt;Polyester;M;Winter;0.12
PRD08341;T-Shirt Polyester XS;T-Shirt;Polyester;XS;Winter;0.12
PRD08342;Skirt Polyester L;Skirt;Polyester;L;Autumn;0.21
PRD08343;Shirt Linen M;Shirt;Linen;M;Summer;0.16
PRD08344;Dress Linen XL;Dress;Linen;XL;Spring;0.34
PRD08345;Shorts Polyester L;Shorts;Polyester;L;Summer;0.21
PRD08346;Sweater Silk M;Sweater;Silk;M;Winter;0.46
PRD08347;T-Shirt Linen M;T-Shirt;Linen;M;Spring;0.13
PRD08348;Shirt Linen XL;Shirt;Linen;XL;Summer;0.18
PRD08349;Dress Denim XS;Dress;Denim;XS;Spring;0.7
PRD08350;Suit Cotton M;Suit;Cotton;M;Winter;0.93
PRD08351;T-Shirt Cotton XL;T-Shirt;Cotton;XL;Spring;0.16
PRD08352;Shirt Silk L;Shirt;Silk;L;Spring;0.15
PRD08353;T-Shirt Linen M;T-Shirt;Linen;M;Spring;0.15
PRD08354;Skirt Silk S;Skirt;Silk;S;Winter;0.22
PRD08355;Shirt Cotton L;Shirt;Cotton;L;Summer;0.2
PRD08356;Pants Polyester S;Pants;Polyester;S;Spring;0.29
PRD08357;Pants Cotton S;Pants;Cotton;S;Summer;0.41
PRD08358;Skirt Polyester S;Skirt;Polyester;S;Summer;0.23
PRD08359;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.23
PRD08360;Shirt Cotton XL;Shirt;Cotton;XL;Autumn;0.2
PRD08361;T-Shirt Cotton L;T-Shirt;Cotton;L;Spring;0.15
PRD08362;Shirt Polyester L;Shirt;Polyester;L;Summer;0.18
PRD08363;Pants Cotton XL;Pants;Cotton;XL;Summer;0.38
PRD08364;Dress Cotton S;Dress;Cotton;S;Winter;0.5
PRD08365;Dress Cotton XS;Dress;Cotton;XS;Summer;0.6
PRD08366;Sweater Cotton M;Sweater;Cotton;M;Winter;0.72
PRD08367;Jacket Denim M;Jacket;Denim;M;Winter;1.16
PRD08368;T-Shirt Cotton M;T-Shirt;Cotton;M;Summer;0.17
PRD08369;Suit Cotton S;Suit;Cotton;S;Winter;0.94
PRD08370;Shirt Linen M;Shirt;Linen;M;Summer;0.2
PRD08371;Shirt Polyester M;Shirt;Polyester;M;Spring;0.15
PRD08372;Jacket Wool M;Jacket;Wool;M;Summer;1.16
PRD08373;Jacket Polyester S;Jacket;Polyester;S;Spring;0.73
PRD08374;Sweater Denim M;Sweater;Denim;M;Autumn;0.98
PRD08375;Skirt Cotton M;Skirt;Cotton;M;Summer;0.33
PRD08376;Jacket Denim M;Jacket;Denim;M;Winter;0.97
PRD08377;Shirt Linen XL;Shirt;Linen;XL;Summer;0.21
PRD08378;Pants Polyester XL;Pants;Polyester;XL;Summer;0.29
PRD08379;Skirt Wool M;Skirt;Wool;M;Spring;0.37
PRD08380;Jacket Polyester XL;Jacket;Polyester;XL;Winter;0.59
PRD08381;Dress Cotton XL;Dress;Cotton;XL;Winter;0.54
PRD08382;Shirt Cotton M;Shirt;Cotton;M;Winter;0.23
PRD08383;Suit Denim M;Suit;Denim;M;Winter;1.36
PRD08384;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Spring;0.12
PRD08385;Pants Cotton L;Pants;Cotton;L;Spring;0.4
PRD08386;Dress Linen S;Dress;Linen;S;Summer;0.45
PRD08387;Hoodie Polyester L;Hoodie;Polyester;L;Winter;0.7
PRD08388;Pants Cotton S;Pants;Cotton;S;Summer;0.47
PRD08389;Skirt Wool M;Skirt;Wool;M;Spring;0.39
PRD08390;Shirt Wool S;Shirt;Wool;S;Summer;0.23
PRD08391;Skirt Cotton S;Skirt;Cotton;S;Winter;0.3
PRD08392;Shirt Denim XS;Shirt;Denim;XS;Winter;0.34
PRD08393;Shorts Cotton L;Shorts;Cotton;L;Summer;0.31
PRD08394;Coat Polyester M;Coat;Polyester;M;Winter;1.37
PRD08395;T-Shirt Cotton S;T-Shirt;Cotton;S;Summer;0.14
PRD08396;Coat Polyester S;Coat;Polyester;S;Summer;1.26
PRD08397;Skirt Cotton M;Skirt;Cotton;M;Spring;0.28
PRD08398;Jacket Cotton XL;Jacket;Cotton;XL;Winter;0.76
PRD08399;T-Shirt Linen S;T-Shirt;Linen;S;Autumn;0.15
PRD08400;Shorts Cotton S;Shorts;Cotton;S;Summer;0.27
PRD08401;Dress Linen M;Dress;Linen;M;Winter;0.4
PRD08402;Shorts Polyester M;Shorts;Polyester;M;Winter;0.26
PRD08403;Skirt Denim M;Skirt;Denim;M;Winter;0.37
PRD08404;Skirt Polyester M;Skirt;Polyester;M;Spring;0.23
PRD08405;Dress Cotton M;Dress;Cotton;M;Autumn;0.41
PRD08406;Pants Cotton M;Pants;Cotton;M;Winter;0.35
PRD08407;Shirt Silk XL;Shirt;Silk;XL;Spring;0.14
PRD08408;Pants Linen XS;Pants;Linen;XS;Summer;0.35
PRD08409;Dress Cotton S;Dress;Cotton;S;Summer;0.55
PRD08410;Jacket Polyester L;Jacket;Polyester;L;Winter;0.58
PRD08411;Jacket Polyester L;Jacket;Polyester;L;Autumn;0.63
PRD08412;Hoodie Denim S;Hoodie;Denim;S;Autumn;1.18
PRD08413;Jacket Denim XL;Jacket;Denim;XL;Spring;1.02
PRD08414;Dress Denim L;Dress;Denim;L;Spring;0.69
PRD08415;Shirt Silk M;Shirt;Silk;M;Summer;0.12
PRD08416;Shirt Silk M;Shirt;Silk;M;Autumn;0.15
PRD08417;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.17
PRD08418;Skirt Linen S;Skirt;Linen;S;Winter;0.25
PRD08419;Sweater Wool M;Sweater;Wool;M;Summer;0.87
PRD08420;Shirt Denim M;Shirt;Denim;M;Summer;0.27
PRD08421;Skirt Polyester L;Skirt;Polyester;L;Summer;0.25
PRD08422;Pants Cotton M;Pants;Cotton;M;Summer;0.4
PRD08423;Pants Polyester M;Pants;Polyester;M;Spring;0.37
PRD08424;Shirt Wool M;Shirt;Wool;M;Autumn;0.29
PRD08425;Shirt Cotton L;Shirt;Cotton;L;Summer;0.21
PRD08426;Pants Cotton L;Pants;Cotton;L;Summer;0.41
PRD08427;Shirt Polyester M;Shirt;Polyester;M;Spring;0.16
PRD08428;Hoodie Cotton M;Hoodie;Cotton;M;Autumn;0.78
PRD08429;Pants Cotton M;Pants;Cotton;M;Spring;0.34
PRD08430;Shirt Cotton L;Shirt;Cotton;L;Summer;0.18
PRD08431;Shirt Denim S;Shirt;Denim;S;Summer;0.27
PRD08432;Skirt Linen M;Skirt;Linen;M;Winter;0.26
PRD08433;Shirt Cotton M;Shirt;Cotton;M;Winter;0.23
PRD08434;T-Shirt Linen L;T-Shirt;Linen;L;Autumn;0.1
PRD08435;Shorts Wool M;Shorts;Wool;M;Summer;0.36
PRD08436;Pants Cotton XL;Pants;Cotton;XL;Autumn;0.42
PRD08437;Dress Cotton S;Dress;Cotton;S;Spring;0.54
PRD08438;Shirt Polyester M;Shirt;Polyester;M;Winter;0.16
PRD08439;Suit Polyester M;Suit;Polyester;M;Autumn;0.83
PRD08440;Jacket Linen L;Jacket;Linen;L;Spring;0.73
PRD08441;Pants Polyester L;Pants;Polyester;L;Spring;0.33
PRD08442;Pants Cotton L;Pants;Cotton;L;Spring;0.4
PRD08443;Suit Denim L;Suit;Denim;L;Winter;1.58
PRD08444;Jacket Cotton L;Jacket;Cotton;L;Summer;0.85
PRD08445;Shirt Wool XL;Shirt;Wool;XL;Summer;0.24
PRD08446;Coat Cotton M;Coat;Cotton;M;Autumn;1.39
PRD08447;Skirt Cotton L;Skirt;Cotton;L;Winter;0.29
PRD08448;T-Shirt Polyester XL;T-Shirt;Polyester;XL;Winter;0.14
PRD08449;Shirt Cotton M;Shirt;Cotton;M;Summer;0.15
PRD08450;T-Shirt Polyester L;T-Shirt;Polyester;L;Spring;0.12
PRD08451;Coat Cotton M;Coat;Cotton;M;Summer;1.5
PRD08452;Shirt Polyester S;Shirt;Polyester;S;Summer;0.17
PRD08453;Coat Wool M;Coat;Wool;M;Winter;1.85
PRD08454;Jacket Cotton S;Jacket;Cotton;S;Summer;0.92
PRD08455;Shorts Silk M;Shorts;Silk;M;Winter;0.21
PRD08456;Shirt Cotton L;Shirt;Cotton;L;Summer;0.2
PRD08457;Suit Cotton S;Suit;Cotton;S;Autumn;1.1
PRD08458;Jacket Wool XS;Jacket;Wool;XS;Spring;1.11
PRD08459;Shorts Polyester L;Shorts;Polyester;L;Winter;0.26
PRD08460;Pants Polyester M;Pants;Polyester;M;Winter;0.35
PRD08461;Shorts Cotton M;Shorts;Cotton;M;Autumn;0.29
PRD08462;Blouse Linen M;Blouse;Linen;M;Autumn;0.23
PRD08463;Pants Polyester S;Pants;Polyester;S;Autumn;0.37
PRD08464;T-Shirt Cotton XS;T-Shirt;Cotton;XS;Summer;0.16
PRD08465;Hoodie Cotton L;Hoodie;Cotton;L;Spring;0.88
PRD08466;Pants Linen S;Pants;Linen;S;Winter;0.36
PRD08467;Jacket Polyester M;Jacket;Polyester;M;Summer;0.71
PRD08468;Dress Cotton XL;Dress;Cotton;XL;Summer;0.56
PRD08469;Pants Cotton L;Pants;Cotton;L;Winter;0.37
PRD08470;Shirt Cotton S;Shirt;Cotton;S;Summer;0.21
PRD08471;Pants Polyester M;Pants;Polyester;M;Winter;0.32
PRD08472;Pants Linen L;Pants;Linen;L;Summer;0.36
PRD08473;Jacket Polyester L;Jacket;Polyester;L;Autumn;0.73
PRD08474;Shirt Polyester L;Shirt;Polyester;L;Winter;0.16
PRD08475;Blouse Silk M;Blouse;Silk;M;Winter;0.16
PRD08476;Coat Polyester S;Coat;Polyester;S;Summer;1.1
PRD08477;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.16
PRD08478;Suit Cotton L;Suit;Cotton;L;Autumn;0.93
PRD08479;Suit Polyester L;Suit;Polyester;L;Summer;0.73
PRD08480;Shorts Polyester S;Shorts;Polyester;S;Winter;0.22
PRD08481;Shirt Cotton S;Shirt;Cotton;S;Winter;0.18
PRD08482;Pants Denim XL;Pants;Denim;XL;Winter;0.48
PRD08483;Shorts Silk S;Shorts;Silk;S;Winter;0.22
PRD08484;Shorts Wool M;Shorts;Wool;M;Winter;0.29
PRD08485;Sweater Polyester L;Sweater;Polyester;L;Autumn;0.52
PRD08486;Sweater Polyester M;Sweater;Polyester;M;Autumn;0.55
PRD08487;Shirt Cotton S;Shirt;Cotton;S;Spring;0.22
PRD08488;Dress Cotton M;Dress;Cotton;M;Spring;0.49
PRD08489;Pants Linen M;Pants;Linen;M;Winter;0.35
PRD08490;Shirt Polyester M;Shirt;Polyester;M;Spring;0.16
PRD08491;T-Shirt Silk XL;T-Shirt;Silk;XL;Summer;0.09
PRD08492;Shirt Cotton M;Shirt;Cotton;M;Summer;0.21
PRD08493;Dress Polyester L;Dress;Polyester;L;Spring;0.42
PRD08494;Shorts Polyester S;Shorts;Polyester;S;Summer;0.26
PRD08495;Shirt Polyester M;Shirt;Polyester;M;Summer;0.2
PRD08496;Hoodie Silk L;Hoodie;Silk;L;Summer;0.55
PRD08497;Hoodie Denim S;Hoodie;Denim;S;Summer;1.0
PRD08498;Skirt Cotton M;Skirt;Cotton;M;Spring;0.32
PRD08499;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.19
PRD08500;Pants Cotton S;Pants;Cotton;S;Winter;0.36
PRD08501;Jacket Wool M;Jacket;Wool;M;Autumn;0.93
PRD08502;Pants Cotton L;Pants;Cotton;L;Winter;0.38
PRD08503;Pants Wool S;Pants;Wool;S;Autumn;0.56
PRD08504;Hoodie Polyester XL;Hoodie;Polyester;XL;Summer;0.88
PRD08505;Shirt Polyester S;Shirt;Polyester;S;Winter;0.13
PRD08506;Sweater Linen S;Sweater;Linen;S;Summer;0.54
PRD08507;Shirt Polyester S;Shirt;Polyester;S;Winter;0.15
PRD08508;Skirt Polyester S;Skirt;Polyester;S;Winter;0.22
PRD08509;Blouse Cotton S;Blouse;Cotton;S;Spring;0.23
PRD08510;Pants Polyester L;Pants;Polyester;L;Summer;0.31
PRD08511;Shirt Polyester M;Shirt;Polyester;M;Spring;0.15
PRD08512;Suit Polyester M;Suit;Polyester;M;Spring;0.69
PRD08513;Coat Silk XL;Coat;Silk;XL;Winter;0.94
PRD08514;Coat Silk M;Coat;Silk;M;Summer;1.21
