ProductReference;SupplierName;DateOfIncident;IssueDescription;ResolutionStatus;CostImpact (€)
PRD05752;SupplierA;2024-05-30;Labeling Error;Resolved;226.0
;SupplierB;2023-09-29;Other;In Progress;396.0
PRD03987;SupplierF;2023-08-31;Labeling Error;In Progress;418.0
PRD02422;SupplierC;2023-01-24;Labeling Error;In Progress;396.0
PRD04188;SupplierE;2023-02-21;Other;Not Resolved;268.0
PRD06923;SupplierD;2023-10-17;Incorrect Folding;Resolved;515.0
PRD07270;SupplierD;2024-02-10;Other;Resolved;267.0
PRD01478;SupplierB;2023-06-05;Incorrect Folding;Resolved;562.5
PRD00519;SupplierA;2023-03-23;Packaging Damage;Resolved;1786.25
PRD08567;SupplierE;2024-05-10;Incorrect Folding;In Progress;647.5
PRD06097;SupplierA;2023-02-21;Labeling Error;Resolved;484.0
PRD05513;SupplierC;2024-04-05;Incorrect Folding;Resolved;717.5
PRD00786;SupplierA;2024-02-24;Labeling Error;Resolved;263.0
PRD05934;SupplierE;2023-08-01;Other;In Progress;128.0
PRD00976;SupplierA;2023-07-29;Other;Resolved;271.0
PRD09496;SupplierD;2023-02-17;Other;Resolved;320.0
PRD07420;SupplierD;2023-12-07;Packaging Damage;Resolved;1706.0
PRD09746;SupplierG;2023-05-13;Packaging Damage;Resolved;2365.0
PRD07031;SupplierC;2023-08-14;Packaging Damage;Resolved;1620.0
PRD09676;SupplierD;2023-01-31;Other;Resolved;216.0
PRD06412;SupplierD;2023-12-08;Packaging Damage;Not Resolved;2117.5
PRD07715;SupplierC;2024-01-11;Labeling Error;In Progress;406.0
PRD02274;SupplierB;2024-01-25;Packaging Damage;Not Resolved;1831.25
PRD05531;SupplierA;2023-12-27;Other;Resolved;339.0
PRD04649;SupplierA;2023-09-08;Labeling Error;Resolved;378.0
PRD04273;SupplierB;2024-05-28;Labeling Error;Resolved;442.0
PRD09395;SupplierA;2023-10-24;Packaging Damage;Resolved;1207.0
PRD02074;SupplierC;2024-01-19;Labeling Error;Resolved;121.0
PRD06073;SupplierA;2023-08-08;Labeling Error;In Progress;183.0
PRD00680;SupplierB;2023-01-11;Missing Items;Resolved;895.0
PRD08360;SupplierA;2024-05-16;Labeling Error;In Progress;146.0
PRD09457;SupplierB;2023-05-12;Packaging Damage;Not Resolved;1839.0
PRD07513;SupplierF;2023-06-06;Labeling Error;Not Resolved;435.0
PRD03046;SupplierF;2024-02-06;Packaging Damage;Resolved;1515.0
PRD08871;SupplierB;2023-06-07;Labeling Error;Resolved;121.0
PRD02523;SupplierB;2023-09-06;Other;Not Resolved;338.0
PRD04307;SupplierA;2023-08-15;Other;Resolved;219.0
PRD03334;SupplierD;2023-09-20;Incorrect Folding;Resolved;437.5
PRD05651;SupplierA;2023-06-03;Packaging Damage;Not Resolved;1845.0
PRD09461;SupplierA;2023-09-05;Packaging Damage;Resolved;1214.0
PRD09536;SupplierF;2024-02-29;Other;In Progress;343.0
PRD02756;SupplierA;2024-01-09;Other;Resolved;272.0
PRD00929;SupplierB;2023-09-28;Other;In Progress;95.0
PRD02442;SupplierE;2023-02-20;Other;Not Resolved;146.0
PRD04976;SupplierA;2023-08-22;Other;Resolved;342.0
PRD03782;SupplierA;2023-09-30;Other;Resolved;96.0
PRD06013;SupplierH;2023-09-26;Transportation Damage;Resolved;1326.0
PRD01822;SupplierB;2024-01-23;Incorrect Folding;Resolved;258.75
PRD00687;SupplierA;2023-03-18;Other;Not Resolved;274.0
PRD06470;SupplierB;2023-08-23;Other;Resolved;150.0
PRD08924;SupplierC;2024-01-31;Labeling Error;Resolved;215.0
PRD06864;SupplierA;2023-07-26;Labeling Error;In Progress;192.0
PRD03135;SupplierA;2023-10-30;Incorrect Folding;In Progress;603.75
PRD05806;SupplierB;2023-03-18;Labeling Error;Resolved;345.0
PRD04622;SupplierA;2023-01-17;Other;Resolved;205.0
PRD01088;SupplierA;2024-01-03;Labeling Error;Resolved;139.0
PRD06636;SupplierA;2023-11-19;Other;Resolved;323.0
PRD02932;SupplierB;2023-08-30;Other;Resolved;344.0
PRD02799;SupplierA;2023-08-02;Packaging Damage;Resolved;1647.5
PRD01130;SupplierA;2024-04-11;Incorrect Folding;Resolved;315.0
PRD04199;SupplierC;2023-06-30;Incorrect Folding;Resolved;601.25
PRD04526;SupplierD;2023-05-06;Other;Resolved;92.0
PRD07685;SupplierB;2023-06-13;Labeling Error;Resolved;325.0
PRD04619;SupplierD;2024-06-08;Other;Resolved;389.0
PRD07032;SupplierA;2024-06-02;Other;Not Resolved;177.0
PRD05436;SupplierB;2024-05-10;Other;Resolved;275.0
PRD06261;SupplierB;2023-07-01;Labeling Error;Resolved;327.0
PRD03694;SupplierD;2023-09-26;Other;Resolved;218.0
PRD05836;SupplierE;2023-07-10;Other;Resolved;242.0
PRD02908;SupplierD;2024-02-01;Other;In Progress;400.0
PRD06052;SupplierD;2023-05-31;Other;Resolved;132.0
PRD09725;SupplierE;2024-03-07;Labeling Error;Resolved;132.0
PRD01591;SupplierB;2023-04-20;Packaging Damage;Resolved;1773.0
PRD06648;SupplierD;2023-07-01;Labeling Error;Resolved;290.0
PRD01869;SupplierA;2024-05-30;Labeling Error;Resolved;222.0
PRD09715;SupplierF;2023-08-24;Other;Resolved;308.0
PRD08358;SupplierB;2024-06-24;Other;In Progress;371.0
PRD01051;SupplierA;2024-01-29;Labeling Error;Resolved;247.0
PRD04871;SupplierF;2023-09-16;Transportation Damage;Resolved;1417.0
PRD01379;SupplierB;2023-01-14;Packaging Damage;Resolved;1544.0
PRD07577;SupplierB;2023-04-29;Missing Items;In Progress;414.0
PRD00151;SupplierB;2024-04-02;Incorrect Folding;Resolved;232.5
PRD02132;SupplierA;2024-01-01;Labeling Error;Not Resolved;381.0
PRD03700;SupplierA;2023-08-24;Other;Resolved;160.0
PRD07398;SupplierA;2023-05-09;Labeling Error;In Progress;227.0
PRD08861;SupplierA;2024-06-28;Missing Items;In Progress;714.0
PRD05823;SupplierB;2024-04-29;Packaging Damage;Resolved;1435.0
PRD02685;SupplierA;2024-05-24;Other;In Progress;326.0
PRD00104;SupplierA;2023-03-16;Other;In Progress;264.0
PRD02419;SupplierB;2024-07-07;Labeling Error;Resolved;408.0
PRD05350;SupplierA;2023-04-06;Packaging Damage;Resolved;1245.0
PRD09450;SupplierG;2023-04-24;Other;Not Resolved;206.0
PRD09157;SupplierE;2024-01-28;Missing Items;Resolved;396.0
PRD04740;SupplierA;2023-04-11;Other;Not Resolved;329.0
PRD00902;SupplierC;2023-11-19;Labeling Error;Resolved;467.0
PRD08875;SupplierC;2023-01-18;Incorrect Folding;In Progress;683.75
PRD08584;SupplierA;2024-03-01;Other;Not Resolved;116.0
PRD05755;SupplierA;2024-06-15;Incorrect Folding;Resolved;612.5
PRD04929;SupplierD;2023-07-13;Other;Resolved;359.0
PRD03837;SupplierB;2023-08-18;Other;Resolved;160.0
PRD04331;SupplierA;2023-06-14;Missing Items;Resolved;647.0
PRD07024;SupplierA;2024-04-26;Labeling Error;In Progress;196.0
PRD04984;SupplierB;2023-11-22;Labeling Error;Resolved;262.0
PRD00415;SupplierA;2023-11-06;Packaging Damage;Not Resolved;1717.0
PRD02047;SupplierB;2024-07-03;Labeling Error;In Progress;472.0
PRD01452;SupplierB;2023-09-23;Packaging Damage;Not Resolved;540.0
PRD04476;SupplierG;2023-08-26;Missing Items;Resolved;971.0
PRD08000;SupplierE;2024-02-21;Labeling Error;Resolved;136.0
;SupplierA;2023-11-09;Missing Items;Resolved;496.0
PRD09457;SupplierB;2023-06-13;Other;Resolved;172.0
PRD05248;SupplierD;2024-01-20;Labeling Error;Resolved;463.0
PRD06679;SupplierD;2023-10-14;Missing Items;Resolved;1146.0
PRD06965;SupplierB;2023-08-23;Other;In Progress;156.0
PRD02280;SupplierE;2023-06-01;Labeling Error;In Progress;170.0
PRD02626;SupplierA;2024-02-04;Other;Resolved;395.0
PRD05944;SupplierE;2023-08-28;Labeling Error;Resolved;497.0
PRD03928;SupplierC;2024-06-09;Packaging Damage;Resolved;1400.0
PRD01337;SupplierC;2023-12-31;Labeling Error;Resolved;460.0
PRD03441;SupplierB;2023-04-22;Other;Resolved;314.0
PRD08474;SupplierA;2024-02-07;Labeling Error;Resolved;447.0
PRD03177;SupplierA;2023-12-30;Packaging Damage;In Progress;1398.0
PRD00945;SupplierB;2024-06-15;Other;Resolved;116.0
PRD00884;SupplierA;2024-04-21;Labeling Error;Resolved;439.0
PRD04908;SupplierA;2023-08-29;Missing Items;Resolved;1291.0
PRD09372;SupplierA;2023-04-21;Incorrect Folding;In Progress;730.0
PRD09496;SupplierA;2023-06-13;Other;Not Resolved;263.0
PRD02998;SupplierA;2023-05-22;Incorrect Folding;Resolved;362.5
PRD02489;SupplierB;2023-09-03;Other;Resolved;268.0
PRD08847;SupplierC;2023-08-30;Other;Resolved;294.0
PRD08274;SupplierC;2023-05-12;Other;Resolved;269.0
PRD09435;SupplierE;2023-08-01;Missing Items;Resolved;1467.0
PRD08822;SupplierB;2024-03-25;Other;Resolved;81.0
PRD08367;SupplierD;2023-04-19;Packaging Damage;Resolved;1626.0
PRD09454;SupplierC;2023-04-06;Labeling Error;Resolved;167.0
PRD08163;SupplierB;2023-04-08;Other;In Progress;101.0
PRD06883;SupplierB;2023-05-17;Incorrect Folding;Resolved;316.25
PRD09538;SupplierB;2024-07-05;Labeling Error;Resolved;225.0
PRD09497;SupplierF;2023-09-09;Incorrect Folding;Resolved;518.75
PRD00140;SupplierA;2024-05-05;Other;Resolved;221.0
PRD00048;SupplierE;2024-03-24;Other;In Progress;238.0
PRD05225;SupplierB;2024-01-02;Other;Resolved;212.0
PRD03066;SupplierD;2023-12-09;Other;Resolved;140.0
PRD06439;SupplierA;2023-10-19;Incorrect Folding;Resolved;448.75
PRD06632;SupplierB;2023-07-04;Labeling Error;In Progress;276.0
PRD09619;SupplierA;2023-03-31;Other;In Progress;380.0
PRD05717;SupplierB;2023-10-13;Labeling Error;Resolved;339.0
PRD06198;SupplierE;2024-03-15;Labeling Error;Resolved;241.0
PRD06987;SupplierA;2023-06-22;Other;Resolved;65.0
PRD02897;SupplierE;2023-10-24;Missing Items;Resolved;855.0
PRD03389;SupplierA;2023-04-06;Labeling Error;Resolved;201.0
PRD03076;SupplierB;2024-04-03;Labeling Error;In Progress;299.0
PRD09367;SupplierA;2024-04-13;Other;Resolved;90.0
PRD00490;SupplierB;2024-01-31;Labeling Error;In Progress;387.0
PRD00941;SupplierD;2023-11-03;Other;In Progress;110.0
PRD04379;SupplierC;2023-12-04;Labeling Error;Resolved;267.0
PRD06279;SupplierB;2024-03-22;Labeling Error;Resolved;138.0
PRD01806;SupplierA;2023-10-09;Labeling Error;Resolved;327.0
PRD09632;SupplierC;2023-08-12;Packaging Damage;Resolved;1787.0
PRD09621;SupplierA;2023-11-19;Other;Resolved;271.0
PRD01915;SupplierA;2024-03-28;Packaging Damage;Resolved;1613.75
PRD05711;SupplierC;2023-06-20;Labeling Error;Resolved;299.0
PRD06468;SupplierA;2023-01-28;Labeling Error;Resolved;229.0
PRD05171;SupplierB;2023-04-24;Other;Resolved;58.0
PRD01238;SupplierD;2023-08-04;Incorrect Folding;In Progress;580.0
PRD02489;SupplierC;2023-06-29;Missing Items;Resolved;813.0
PRD08201;SupplierC;2023-04-03;Incorrect Folding;In Progress;266.25
PRD07057;SupplierC;2024-06-28;Labeling Error;Resolved;288.0
PRD02145;SupplierA;2023-11-24;Other;In Progress;207.0
PRD00942;SupplierB;2024-03-22;Incorrect Folding;In Progress;618.75
PRD04576;SupplierC;2024-06-06;Other;Resolved;68.0
PRD06423;SupplierF;2023-04-09;Labeling Error;In Progress;355.0
PRD03438;SupplierA;2023-03-19;Missing Items;Resolved;1295.0
PRD05298;SupplierB;2023-08-08;Missing Items;Resolved;1129.0
PRD07016;SupplierB;2023-08-30;Labeling Error;Resolved;478.0
PRD08133;SupplierB;2023-12-15;Other;Resolved;381.0
PRD06068;SupplierC;2024-06-27;Other;Resolved;127.0
PRD05000;SupplierG;2024-02-22;Missing Items;Resolved;325.0
PRD07108;SupplierB;2024-01-18;Incorrect Folding;Resolved;496.25
PRD06968;SupplierH;2023-03-22;Other;Resolved;396.0
PRD03693;SupplierB;2024-03-26;Labeling Error;Resolved;298.0
PRD09454;SupplierA;2023-04-18;Labeling Error;In Progress;210.0
;SupplierE;2024-03-25;Other;Resolved;147.0
PRD00427;SupplierA;2024-01-21;Other;Resolved;140.0
PRD03576;SupplierB;2024-03-17;Other;In Progress;225.0
PRD01019;SupplierD;2023-08-20;Labeling Error;Resolved;479.0
PRD06704;SupplierB;2024-03-21;Other;Resolved;188.0
PRD05817;SupplierA;2023-09-09;Incorrect Folding;Resolved;252.5
PRD03376;SupplierB;2024-04-08;Labeling Error;Resolved;472.0
PRD03710;SupplierA;2023-07-06;Other;Resolved;388.0
PRD07460;SupplierA;2024-06-30;Other;Resolved;400.0
PRD07552;SupplierA;2023-11-27;Packaging Damage;Resolved;1209.0
PRD01077;SupplierA;2023-09-16;Other;Resolved;196.0
PRD06412;SupplierE;2023-01-18;Incorrect Folding;Resolved;577.5
PRD06286;SupplierD;2023-12-18;Other;Resolved;287.0
PRD09536;SupplierA;2024-06-04;Other;In Progress;54.0
PRD04935;SupplierA;2023-08-28;Other;Resolved;114.0
PRD01346;SupplierD;2024-03-18;Other;Resolved;200.0
PRD06540;SupplierB;2024-03-06;Missing Items;Resolved;328.0
PRD01388;SupplierF;2023-01-23;Labeling Error;Resolved;443.0
PRD09417;SupplierA;2024-03-06;Missing Items;In Progress;956.0
PRD03382;SupplierA;2023-08-17;Packaging Damage;Resolved;1866.0
PRD01039;SupplierH;2023-06-24;Incorrect Folding;Resolved;296.25
PRD08994;SupplierE;2024-05-21;Other;Resolved;113.0
PRD02866;SupplierC;2023-09-18;Other;Resolved;145.0
PRD05177;SupplierA;2023-08-23;Labeling Error;Not Resolved;258.0
PRD02163;SupplierA;2024-07-01;Other;Resolved;197.0
PRD06715;SupplierB;2023-08-11;Labeling Error;Resolved;228.0
PRD09425;SupplierE;2023-02-25;Other;Resolved;54.0
PRD05871;SupplierF;2023-12-24;Other;In Progress;201.0
PRD07152;SupplierA;2023-08-18;Labeling Error;Resolved;440.0
PRD09034;SupplierA;2023-07-25;Labeling Error;Resolved;147.0
PRD08908;SupplierG;2023-07-31;Packaging Damage;Resolved;1373.0
PRD00762;SupplierG;2023-10-17;Missing Items;Resolved;950.0
PRD04873;SupplierA;2023-11-03;Labeling Error;Not Resolved;221.0
PRD05675;SupplierD;2024-04-24;Missing Items;Resolved;1262.0
PRD06156;SupplierA;2024-03-04;Labeling Error;Resolved;215.0
PRD06746;SupplierB;2023-10-10;Packaging Damage;Resolved;1949.0
PRD01658;SupplierG;2024-01-30;Other;Resolved;267.0
PRD00557;SupplierA;2023-12-16;Labeling Error;Resolved;446.0
PRD00274;SupplierF;2023-11-17;Labeling Error;In Progress;319.0
PRD04880;SupplierC;2023-02-16;Labeling Error;Resolved;255.0
PRD01716;SupplierH;2023-06-16;Packaging Damage;In Progress;1031.0
PRD06309;SupplierG;2024-02-01;Other;Resolved;246.0
PRD09881;SupplierA;2023-09-26;Packaging Damage;Resolved;1661.0
PRD05544;SupplierA;2023-05-27;Incorrect Folding;Resolved;607.5
PRD03583;SupplierA;2024-03-15;Packaging Damage;Resolved;1870.0
PRD05376;SupplierG;2023-08-15;Incorrect Folding;Resolved;260.0
PRD01069;SupplierD;2023-06-06;Other;Resolved;99.0
PRD04928;SupplierB;2024-05-09;Other;Not Resolved;378.0
PRD09143;SupplierA;2023-09-14;Incorrect Folding;Resolved;593.75
PRD09330;SupplierA;2023-11-12;Labeling Error;Resolved;374.0
PRD01826;SupplierG;2023-04-26;Other;Resolved;365.0
PRD09325;SupplierC;2023-05-02;Labeling Error;Resolved;482.0
PRD02569;SupplierB;2024-05-30;Labeling Error;Resolved;192.0
PRD05800;SupplierC;2024-04-10;Labeling Error;Resolved;292.0
PRD01787;SupplierB;2023-11-22;Incorrect Folding;Resolved;507.5
PRD04643;SupplierD;2023-07-16;Labeling Error;Resolved;205.0
PRD04563;SupplierC;2023-02-06;Labeling Error;Resolved;496.0
;SupplierE;2023-02-16;Missing Items;Resolved;333.0
PRD08047;SupplierA;2024-05-25;Packaging Damage;Resolved;743.0
PRD00939;SupplierA;2023-07-16;Labeling Error;In Progress;390.0
PRD03981;SupplierE;2023-07-20;Labeling Error;Resolved;486.0
PRD06678;SupplierA;2024-01-16;Other;Resolved;267.0
PRD02194;SupplierB;2023-07-08;Other;In Progress;235.0
PRD06882;SupplierA;2023-01-13;Other;Resolved;288.0
PRD07820;SupplierH;2024-01-08;Other;In Progress;289.0
PRD01164;SupplierA;2023-10-09;Other;In Progress;265.0
PRD09520;SupplierH;2024-01-15;Packaging Damage;Resolved;1000.0
PRD05787;SupplierF;2023-01-21;Other;Not Resolved;366.0
PRD08761;SupplierC;2024-03-27;Labeling Error;Resolved;310.0
PRD06675;SupplierB;2024-06-27;Labeling Error;In Progress;320.0
PRD03834;SupplierA;2023-04-24;Packaging Damage;In Progress;1526.0
PRD07061;SupplierA;2023-05-21;Missing Items;In Progress;726.0
PRD03668;SupplierB;2023-01-14;Labeling Error;Resolved;188.0
PRD06829;SupplierA;2023-02-14;Packaging Damage;Resolved;696.0
PRD06423;SupplierD;2024-06-29;Labeling Error;In Progress;254.0
PRD07857;SupplierD;2023-05-31;Other;Resolved;291.0
PRD06370;SupplierB;2023-09-24;Labeling Error;Resolved;235.0
PRD04483;SupplierA;2023-07-12;Other;Not Resolved;139.0
PRD02734;SupplierH;2023-03-08;Missing Items;Resolved;394.0
PRD03654;SupplierA;2023-01-16;Labeling Error;Resolved;129.0
PRD09164;SupplierA;2023-06-04;Other;Resolved;378.0
PRD08494;SupplierA;2024-03-29;Other;Resolved;306.0
PRD06545;SupplierA;2023-04-10;Product Wrinkled;Resolved;542.5
PRD00306;SupplierC;2023-07-26;Packaging Damage;Resolved;1223.75
PRD01862;SupplierB;2024-05-31;Packaging Damage;Resolved;1287.0
PRD06562;SupplierF;2023-12-13;Other;Resolved;370.0
PRD03574;SupplierA;2023-08-23;Other;Resolved;244.0
PRD02099;SupplierD;2023-09-09;Incorrect Folding;Resolved;665.0
PRD02579;SupplierA;2023-07-08;Packaging Damage;Resolved;1548.0
PRD02275;SupplierE;2024-01-03;Other;In Progress;362.0
PRD08403;SupplierB;2024-02-24;Missing Items;Not Resolved;514.0
PRD05474;SupplierC;2023-04-04;Packaging Damage;Resolved;511.0
PRD01546;SupplierA;2024-05-27;Missing Items;In Progress;437.0
PRD01697;SupplierD;2023-09-14;Labeling Error;Resolved;256.0
PRD01576;SupplierB;2023-07-02;Labeling Error;Resolved;350.0
PRD02951;SupplierC;2023-04-06;Labeling Error;Resolved;285.0
PRD04224;SupplierG;2023-06-22;Labeling Error;Resolved;134.0
PRD02694;SupplierA;2023-07-26;Other;In Progress;320.0
PRD04820;SupplierA;2024-04-05;Labeling Error;In Progress;166.0
PRD04752;SupplierA;2023-08-20;Other;Resolved;234.0
PRD09414;SupplierD;2024-01-28;Labeling Error;Resolved;317.0
PRD06611;SupplierA;2023-02-02;Labeling Error;Resolved;326.0
PRD09859;SupplierA;2024-03-22;Packaging Damage;Resolved;1304.0
PRD09843;SupplierC;2023-10-05;Other;Resolved;146.0
PRD06259;SupplierD;2023-03-05;Labeling Error;Resolved;471.0
PRD02818;SupplierE;2023-04-26;Labeling Error;In Progress;105.0
PRD09125;SupplierB;2024-02-19;Other;In Progress;194.0
PRD05505;SupplierD;2024-02-29;Incorrect Folding;Resolved;347.5
PRD07762;SupplierA;2023-08-16;Labeling Error;Resolved;214.0
PRD03141;SupplierA;2023-04-08;Packaging Damage;Resolved;1897.0
PRD04019;SupplierA;2023-09-19;Other;In Progress;372.0
PRD00106;SupplierB;2024-06-25;Other;Not Resolved;180.0
PRD05033;SupplierB;2024-02-25;Other;Resolved;196.0
PRD04109;SupplierD;2024-04-16;Labeling Error;Not Resolved;472.0
PRD07011;SupplierA;2023-07-25;Incorrect Folding;Resolved;642.5
PRD06763;SupplierB;2023-09-27;Labeling Error;Resolved;425.0
PRD07044;SupplierF;2024-04-22;Incorrect Folding;Resolved;212.5
PRD00446;SupplierE;2023-07-21;Product Wrinkled;Resolved;378.75
PRD00970;SupplierB;2023-10-02;Other;Resolved;200.0
PRD02136;SupplierD;2023-10-23;Labeling Error;Resolved;434.0
PRD09921;SupplierD;2024-01-13;Other;Resolved;384.0
PRD00718;SupplierB;2024-01-23;Other;Not Resolved;208.0
PRD09711;SupplierA;2024-04-15;Labeling Error;Resolved;114.0
PRD06329;SupplierC;2023-04-18;Incorrect Folding;Resolved;462.5
PRD08321;SupplierA;2023-07-24;Labeling Error;Resolved;485.0
PRD00967;SupplierF;2023-01-27;Packaging Damage;Resolved;1173.0
PRD07832;SupplierA;2023-03-01;Packaging Damage;Resolved;1210.0
PRD02085;SupplierD;2023-09-21;Other;Resolved;126.0
PRD00927;SupplierA;2023-09-19;Missing Items;Resolved;908.0
PRD01463;SupplierE;2023-04-26;Labeling Error;Resolved;223.0
PRD09991;SupplierB;2023-01-13;Other;Resolved;276.0
PRD01134;SupplierB;2024-02-07;Incorrect Folding;Resolved;287.5
PRD04565;SupplierC;2023-05-09;Other;Resolved;104.0
PRD07380;SupplierB;2024-04-23;Labeling Error;Resolved;237.0
PRD01473;SupplierA;2023-04-14;Labeling Error;In Progress;241.0
PRD05083;SupplierE;2023-12-17;Labeling Error;Resolved;196.0
PRD06277;SupplierE;2024-06-20;Other;In Progress;328.0
PRD03119;SupplierF;2023-04-17;Other;Resolved;169.0
PRD05338;SupplierA;2024-04-11;Other;Resolved;372.0
PRD01282;SupplierD;2023-01-19;Packaging Damage;Resolved;1532.0
PRD02924;SupplierG;2023-04-25;Labeling Error;Resolved;378.0
PRD01808;SupplierB;2023-07-27;Labeling Error;Resolved;134.0
;SupplierC;2023-09-14;Other;In Progress;386.0
PRD03126;SupplierB;2023-01-11;Other;Resolved;130.0
PRD01177;SupplierG;2023-10-13;Labeling Error;Resolved;396.0
PRD02019;SupplierA;2023-04-20;Labeling Error;In Progress;387.0
PRD02892;SupplierC;2023-06-03;Packaging Damage;Resolved;1400.0
PRD04780;SupplierC;2023-12-18;Incorrect Folding;Resolved;132.5
PRD01442;SupplierA;2023-04-22;Labeling Error;Resolved;184.0
PRD06686;SupplierB;2023-02-18;Labeling Error;Not Resolved;260.0
PRD07916;SupplierF;2023-12-13;Other;Resolved;272.0
PRD00163;SupplierA;2024-01-05;Other;Resolved;178.0
PRD09709;SupplierA;2023-09-08;Packaging Damage;In Progress;1523.0
PRD09047;SupplierD;2024-06-12;Other;Resolved;188.0
PRD01000;SupplierA;2023-11-15;Other;Resolved;396.0
PRD04036;SupplierG;2023-09-03;Packaging Damage;Not Resolved;629.0
PRD04694;SupplierE;2024-01-02;Incorrect Folding;Resolved;623.75
PRD02337;SupplierB;2023-04-28;Other;Resolved;303.0
PRD05036;SupplierB;2023-06-16;Packaging Damage;Resolved;1622.0
PRD08077;SupplierA;2023-08-30;Other;Resolved;280.0
PRD06735;SupplierB;2023-03-22;Incorrect Folding;Resolved;680.0
PRD03466;SupplierC;2023-02-20;Packaging Damage;In Progress;1400.0
PRD07751;SupplierA;2023-08-20;Incorrect Folding;In Progress;537.5
PRD06185;SupplierA;2024-06-30;Labeling Error;Resolved;438.0
PRD07211;SupplierF;2024-06-01;Missing Items;In Progress;1048.0
PRD03031;SupplierG;2023-03-15;Labeling Error;In Progress;195.0
PRD09931;SupplierC;2023-05-06;Labeling Error;Resolved;384.0
PRD05570;SupplierB;2023-03-07;Packaging Damage;Resolved;1620.0
PRD01161;SupplierA;2023-08-19;Labeling Error;Resolved;410.0
PRD07039;SupplierC;2024-05-14;Other;Resolved;57.0
PRD00560;SupplierF;2024-04-05;Packaging Damage;Resolved;1342.0
PRD08643;SupplierE;2023-12-08;Other;Resolved;171.0
PRD06060;SupplierA;2023-07-16;Labeling Error;In Progress;363.0
PRD03413;SupplierD;2023-11-05;Labeling Error;Resolved;403.0
PRD04513;SupplierA;2023-07-12;Labeling Error;In Progress;240.0
PRD01816;SupplierA;2024-07-11;Other;Resolved;216.0
PRD01708;SupplierA;2023-11-19;Other;In Progress;124.0
PRD08463;SupplierB;2023-03-31;Other;Resolved;68.0
PRD00543;SupplierA;2024-05-13;Incorrect Folding;Resolved;168.75
PRD01998;SupplierF;2023-04-26;Labeling Error;Resolved;404.0
PRD09236;SupplierB;2023-04-29;Packaging Damage;Resolved;1379.0
